task,seed,attention,step,loss,train_accuracy,train_tokens
associative_recall,2027,dense,236,4.687363624572754,0.0,4
associative_recall,2027,dense,237,4.562749862670898,0.0,4
associative_recall,2027,dense,238,4.589659690856934,0.0,4
associative_recall,2027,dense,239,4.546383857727051,0.0,4
associative_recall,2027,dense,240,4.382282257080078,0.0,4
associative_recall,2027,dense,241,4.293207168579102,0.0,4
associative_recall,2027,dense,242,4.668254852294922,0.0,4
associative_recall,2027,dense,243,3.77567720413208,0.0,4
associative_recall,2027,dense,244,4.383339881896973,0.0,4
associative_recall,2027,dense,245,3.8357973098754883,0.0,4
associative_recall,2027,dense,246,4.303262233734131,0.0,4
associative_recall,2027,dense,247,4.343148708343506,0.0,4
associative_recall,2027,dense,248,4.161624908447266,0.0,4
associative_recall,2027,dense,249,4.483179092407227,0.0,4
associative_recall,2027,dense,250,4.445363521575928,0.0,4
associative_recall,2027,sliding_window,1,5.011936187744141,0.0,4
associative_recall,2027,sliding_window,2,5.101853370666504,0.0,4
associative_recall,2027,sliding_window,3,5.022967338562012,0.0,4
associative_recall,2027,sliding_window,4,4.699421405792236,0.0,4
associative_recall,2027,sliding_window,5,4.796229362487793,0.0,4
associative_recall,2027,sliding_window,6,5.100346088409424,0.0,4
associative_recall,2027,sliding_window,7,5.229414939880371,0.0,4
associative_recall,2027,sliding_window,8,5.128833770751953,0.0,4
associative_recall,2027,sliding_window,9,4.862146377563477,0.0,4
associative_recall,2027,sliding_window,10,5.227300643920898,0.0,4
associative_recall,2027,sliding_window,11,5.143769264221191,0.0,4
associative_recall,2027,sliding_window,12,5.013314723968506,0.0,4
associative_recall,2027,sliding_window,13,5.000795364379883,0.25,4
associative_recall,2027,sliding_window,14,5.414787292480469,0.0,4
associative_recall,2027,sliding_window,15,5.380206108093262,0.0,4
associative_recall,2027,sliding_window,16,5.083574295043945,0.0,4
associative_recall,2027,sliding_window,17,4.8712263107299805,0.0,4
associative_recall,2027,sliding_window,18,4.698366165161133,0.0,4
associative_recall,2027,sliding_window,19,5.049932479858398,0.0,4
associative_recall,2027,sliding_window,20,5.037067890167236,0.0,4
associative_recall,2027,sliding_window,21,4.577613830566406,0.0,4
associative_recall,2027,sliding_window,22,4.7013444900512695,0.0,4
associative_recall,2027,sliding_window,23,5.035046577453613,0.0,4
associative_recall,2027,sliding_window,24,4.876662254333496,0.0,4
associative_recall,2027,sliding_window,25,5.137435436248779,0.0,4
associative_recall,2027,sliding_window,26,5.392717361450195,0.0,4
associative_recall,2027,sliding_window,27,5.329894065856934,0.0,4
associative_recall,2027,sliding_window,28,5.4931159019470215,0.0,4
associative_recall,2027,sliding_window,29,4.841425895690918,0.0,4
associative_recall,2027,sliding_window,30,5.04728889465332,0.0,4
associative_recall,2027,sliding_window,31,5.002319812774658,0.25,4
associative_recall,2027,sliding_window,32,4.851078033447266,0.0,4
associative_recall,2027,sliding_window,33,4.840092658996582,0.0,4
associative_recall,2027,sliding_window,34,4.844876289367676,0.0,4
associative_recall,2027,sliding_window,35,4.96830940246582,0.0,4
associative_recall,2027,sliding_window,36,4.359035015106201,0.0,4
associative_recall,2027,sliding_window,37,4.732795238494873,0.0,4
associative_recall,2027,sliding_window,38,4.840778350830078,0.0,4
associative_recall,2027,sliding_window,39,4.8690056800842285,0.0,4
associative_recall,2027,sliding_window,40,5.368508338928223,0.0,4
associative_recall,2027,sliding_window,41,4.6952595710754395,0.0,4
associative_recall,2027,sliding_window,42,4.978864669799805,0.0,4
associative_recall,2027,sliding_window,43,4.954013824462891,0.0,4
associative_recall,2027,sliding_window,44,4.652010440826416,0.0,4
associative_recall,2027,sliding_window,45,4.766840934753418,0.0,4
associative_recall,2027,sliding_window,46,4.966158866882324,0.0,4
associative_recall,2027,sliding_window,47,4.752810478210449,0.0,4
associative_recall,2027,sliding_window,48,5.115005016326904,0.0,4
associative_recall,2027,sliding_window,49,4.596090793609619,0.0,4
associative_recall,2027,sliding_window,50,4.70771598815918,0.0,4
associative_recall,2027,sliding_window,51,5.190703392028809,0.0,4
associative_recall,2027,sliding_window,52,4.593253135681152,0.0,4
associative_recall,2027,sliding_window,53,5.442155838012695,0.0,4
associative_recall,2027,sliding_window,54,4.626691818237305,0.0,4
associative_recall,2027,sliding_window,55,4.724216938018799,0.0,4
associative_recall,2027,sliding_window,56,4.734025955200195,0.0,4
associative_recall,2027,sliding_window,57,4.818300247192383,0.0,4
associative_recall,2027,sliding_window,58,4.641276836395264,0.0,4
associative_recall,2027,sliding_window,59,4.809134483337402,0.0,4
associative_recall,2027,sliding_window,60,5.113913059234619,0.0,4
associative_recall,2027,sliding_window,61,4.766929626464844,0.0,4
associative_recall,2027,sliding_window,62,5.080193996429443,0.0,4
associative_recall,2027,sliding_window,63,4.726588726043701,0.0,4
associative_recall,2027,sliding_window,64,4.546391487121582,0.0,4
associative_recall,2027,sliding_window,65,4.873898983001709,0.0,4
associative_recall,2027,sliding_window,66,4.887599945068359,0.0,4
associative_recall,2027,sliding_window,67,4.897102355957031,0.0,4
associative_recall,2027,sliding_window,68,5.038613319396973,0.0,4
associative_recall,2027,sliding_window,69,4.320680618286133,0.0,4
associative_recall,2027,sliding_window,70,4.8806915283203125,0.0,4
associative_recall,2027,sliding_window,71,5.3414459228515625,0.0,4
associative_recall,2027,sliding_window,72,4.628169059753418,0.0,4
associative_recall,2027,sliding_window,73,4.38100528717041,0.25,4
associative_recall,2027,sliding_window,74,4.159295558929443,0.25,4
associative_recall,2027,sliding_window,75,4.452943801879883,0.0,4
associative_recall,2027,sliding_window,76,4.951624870300293,0.0,4
associative_recall,2027,sliding_window,77,4.07106876373291,0.25,4
associative_recall,2027,sliding_window,78,4.671179294586182,0.25,4
associative_recall,2027,sliding_window,79,5.463804721832275,0.0,4
associative_recall,2027,sliding_window,80,4.702086448669434,0.0,4
associative_recall,2027,sliding_window,81,4.483122825622559,0.0,4
associative_recall,2027,sliding_window,82,4.732972145080566,0.0,4
associative_recall,2027,sliding_window,83,4.790409564971924,0.0,4
associative_recall,2027,sliding_window,84,4.625314712524414,0.0,4
associative_recall,2027,sliding_window,85,4.310643196105957,0.0,4
associative_recall,2027,sliding_window,86,4.519370079040527,0.0,4
associative_recall,2027,sliding_window,87,4.7952141761779785,0.0,4
associative_recall,2027,sliding_window,88,4.332353115081787,0.0,4
associative_recall,2027,sliding_window,89,4.6122894287109375,0.0,4
associative_recall,2027,sliding_window,90,4.553231716156006,0.0,4
associative_recall,2027,sliding_window,91,4.705657005310059,0.0,4
associative_recall,2027,sliding_window,92,4.581571102142334,0.0,4
associative_recall,2027,sliding_window,93,4.769410133361816,0.0,4
associative_recall,2027,sliding_window,94,4.652250289916992,0.0,4
associative_recall,2027,sliding_window,95,4.846749782562256,0.0,4
associative_recall,2027,sliding_window,96,4.651827812194824,0.0,4
associative_recall,2027,sliding_window,97,4.572368621826172,0.25,4
associative_recall,2027,sliding_window,98,4.8299102783203125,0.0,4
associative_recall,2027,sliding_window,99,5.2975616455078125,0.0,4
associative_recall,2027,sliding_window,100,5.012495040893555,0.0,4
associative_recall,2027,sliding_window,101,4.325251579284668,0.0,4
associative_recall,2027,sliding_window,102,5.163795471191406,0.0,4
associative_recall,2027,sliding_window,103,4.476435661315918,0.0,4
associative_recall,2027,sliding_window,104,4.797006130218506,0.0,4
associative_recall,2027,sliding_window,105,4.79865837097168,0.0,4
associative_recall,2027,sliding_window,106,5.057445049285889,0.0,4
associative_recall,2027,sliding_window,107,5.037213325500488,0.0,4
associative_recall,2027,sliding_window,108,4.502442836761475,0.0,4
associative_recall,2027,sliding_window,109,5.030446529388428,0.0,4
associative_recall,2027,sliding_window,110,4.0183258056640625,0.0,4
associative_recall,2027,sliding_window,111,4.424469947814941,0.0,4
associative_recall,2027,sliding_window,112,4.388622760772705,0.25,4
associative_recall,2027,sliding_window,113,4.9075775146484375,0.0,4
associative_recall,2027,sliding_window,114,4.662895202636719,0.0,4
associative_recall,2027,sliding_window,115,4.610688209533691,0.0,4
associative_recall,2027,sliding_window,116,4.442609786987305,0.0,4
associative_recall,2027,sliding_window,117,4.568058013916016,0.0,4
associative_recall,2027,sliding_window,118,4.721379280090332,0.0,4
associative_recall,2027,sliding_window,119,5.164389133453369,0.0,4
associative_recall,2027,sliding_window,120,4.946983814239502,0.0,4
associative_recall,2027,sliding_window,121,4.182921886444092,0.0,4
associative_recall,2027,sliding_window,122,4.94590425491333,0.0,4
associative_recall,2027,sliding_window,123,4.760180473327637,0.0,4
associative_recall,2027,sliding_window,124,3.803626775741577,0.0,4
associative_recall,2027,sliding_window,125,4.625302314758301,0.0,4
associative_recall,2027,sliding_window,126,5.1179094314575195,0.0,4
associative_recall,2027,sliding_window,127,4.65381383895874,0.0,4
associative_recall,2027,sliding_window,128,4.478507995605469,0.0,4
associative_recall,2027,sliding_window,129,4.578537940979004,0.0,4
associative_recall,2027,sliding_window,130,4.161624431610107,0.0,4
associative_recall,2027,sliding_window,131,4.93109130859375,0.0,4
associative_recall,2027,sliding_window,132,4.874199867248535,0.0,4
associative_recall,2027,sliding_window,133,4.26524019241333,0.0,4
associative_recall,2027,sliding_window,134,4.169773101806641,0.0,4
associative_recall,2027,sliding_window,135,4.453326225280762,0.0,4
associative_recall,2027,sliding_window,136,4.201958656311035,0.0,4
associative_recall,2027,sliding_window,137,4.621340751647949,0.0,4
associative_recall,2027,sliding_window,138,4.733010292053223,0.0,4
associative_recall,2027,sliding_window,139,4.11553955078125,0.0,4
associative_recall,2027,sliding_window,140,4.341994285583496,0.25,4
associative_recall,2027,sliding_window,141,4.550858497619629,0.0,4
associative_recall,2027,sliding_window,142,4.573454856872559,0.0,4
associative_recall,2027,sliding_window,143,4.443428039550781,0.0,4
associative_recall,2027,sliding_window,144,4.302277565002441,0.0,4
associative_recall,2027,sliding_window,145,4.638850212097168,0.0,4
associative_recall,2027,sliding_window,146,4.334349632263184,0.0,4
associative_recall,2027,sliding_window,147,4.988081455230713,0.0,4
associative_recall,2027,sliding_window,148,4.1658735275268555,0.0,4
associative_recall,2027,sliding_window,149,4.16539192199707,0.0,4
associative_recall,2027,sliding_window,150,4.638535499572754,0.0,4
associative_recall,2027,sliding_window,151,4.51650857925415,0.0,4
associative_recall,2027,sliding_window,152,4.423027992248535,0.0,4
associative_recall,2027,sliding_window,153,4.313289642333984,0.0,4
associative_recall,2027,sliding_window,154,4.435369491577148,0.0,4
associative_recall,2027,sliding_window,155,4.100268363952637,0.0,4
associative_recall,2027,sliding_window,156,4.323653221130371,0.0,4
associative_recall,2027,sliding_window,157,4.76588249206543,0.0,4
associative_recall,2027,sliding_window,158,4.778229713439941,0.0,4
associative_recall,2027,sliding_window,159,4.223601341247559,0.0,4
associative_recall,2027,sliding_window,160,4.337979793548584,0.0,4
associative_recall,2027,sliding_window,161,4.322376728057861,0.0,4
associative_recall,2027,sliding_window,162,4.202352523803711,0.0,4
associative_recall,2027,sliding_window,163,5.032158851623535,0.0,4
associative_recall,2027,sliding_window,164,4.1031341552734375,0.0,4
associative_recall,2027,sliding_window,165,3.8928382396698,0.0,4
associative_recall,2027,sliding_window,166,4.626822471618652,0.0,4
associative_recall,2027,sliding_window,167,4.54455041885376,0.0,4
associative_recall,2027,sliding_window,168,4.0688581466674805,0.0,4
associative_recall,2027,sliding_window,169,4.7219319343566895,0.0,4
associative_recall,2027,sliding_window,170,4.317109107971191,0.0,4
associative_recall,2027,sliding_window,171,4.434001445770264,0.0,4
associative_recall,2027,sliding_window,172,4.472153186798096,0.0,4
associative_recall,2027,sliding_window,173,4.192858695983887,0.0,4
associative_recall,2027,sliding_window,174,4.088024139404297,0.0,4
associative_recall,2027,sliding_window,175,4.442534446716309,0.0,4
associative_recall,2027,sliding_window,176,4.372772693634033,0.0,4
associative_recall,2027,sliding_window,177,4.104022026062012,0.0,4
associative_recall,2027,sliding_window,178,4.790926933288574,0.0,4
associative_recall,2027,sliding_window,179,4.698439598083496,0.0,4
associative_recall,2027,sliding_window,180,4.068390369415283,0.0,4
associative_recall,2027,sliding_window,181,4.2192277908325195,0.0,4
associative_recall,2027,sliding_window,182,4.256457328796387,0.0,4
associative_recall,2027,sliding_window,183,4.05336856842041,0.0,4
associative_recall,2027,sliding_window,184,4.5040764808654785,0.0,4
associative_recall,2027,sliding_window,185,4.448765277862549,0.0,4
associative_recall,2027,sliding_window,186,4.646790981292725,0.0,4
associative_recall,2027,sliding_window,187,4.431400299072266,0.0,4
associative_recall,2027,sliding_window,188,4.77420711517334,0.0,4
associative_recall,2027,sliding_window,189,4.2518463134765625,0.0,4
associative_recall,2027,sliding_window,190,4.414673328399658,0.25,4
associative_recall,2027,sliding_window,191,4.273682594299316,0.0,4
associative_recall,2027,sliding_window,192,4.182825565338135,0.0,4
associative_recall,2027,sliding_window,193,4.262688636779785,0.0,4
associative_recall,2027,sliding_window,194,4.410048007965088,0.0,4
associative_recall,2027,sliding_window,195,4.435113430023193,0.0,4
associative_recall,2027,sliding_window,196,3.78719162940979,0.0,4
associative_recall,2027,sliding_window,197,3.9863877296447754,0.0,4
associative_recall,2027,sliding_window,198,4.303613662719727,0.0,4
associative_recall,2027,sliding_window,199,3.9779884815216064,0.25,4
associative_recall,2027,sliding_window,200,4.525022506713867,0.0,4
associative_recall,2027,sliding_window,201,4.25367546081543,0.0,4
associative_recall,2027,sliding_window,202,4.824981689453125,0.0,4
associative_recall,2027,sliding_window,203,4.959059715270996,0.0,4
associative_recall,2027,sliding_window,204,5.018887996673584,0.0,4
associative_recall,2027,sliding_window,205,4.060522079467773,0.0,4
associative_recall,2027,sliding_window,206,4.566564083099365,0.0,4
associative_recall,2027,sliding_window,207,4.145320892333984,0.25,4
associative_recall,2027,sliding_window,208,4.670588970184326,0.0,4
associative_recall,2027,sliding_window,209,4.038203239440918,0.0,4
associative_recall,2027,sliding_window,210,4.515851974487305,0.0,4
associative_recall,2027,sliding_window,211,4.350296974182129,0.0,4
associative_recall,2027,sliding_window,212,4.390337944030762,0.0,4
associative_recall,2027,sliding_window,213,4.2102484703063965,0.0,4
associative_recall,2027,sliding_window,214,4.563743591308594,0.0,4
associative_recall,2027,sliding_window,215,4.637299060821533,0.0,4
associative_recall,2027,sliding_window,216,3.92391300201416,0.0,4
associative_recall,2027,sliding_window,217,4.651236534118652,0.0,4
associative_recall,2027,sliding_window,218,3.98391056060791,0.0,4
associative_recall,2027,sliding_window,219,4.002431392669678,0.0,4
associative_recall,2027,sliding_window,220,4.300549507141113,0.0,4
associative_recall,2027,sliding_window,221,4.289393901824951,0.0,4
associative_recall,2027,sliding_window,222,4.131114959716797,0.0,4
associative_recall,2027,sliding_window,223,4.449676513671875,0.0,4
associative_recall,2027,sliding_window,224,4.22233772277832,0.25,4
associative_recall,2027,sliding_window,225,4.517385005950928,0.0,4
associative_recall,2027,sliding_window,226,4.362482070922852,0.0,4
associative_recall,2027,sliding_window,227,4.638971328735352,0.0,4
associative_recall,2027,sliding_window,228,4.343556880950928,0.0,4
associative_recall,2027,sliding_window,229,4.449692726135254,0.0,4
associative_recall,2027,sliding_window,230,4.366508483886719,0.0,4
associative_recall,2027,sliding_window,231,4.225889205932617,0.0,4
associative_recall,2027,sliding_window,232,4.7749247550964355,0.0,4
associative_recall,2027,sliding_window,233,4.548106670379639,0.0,4
associative_recall,2027,sliding_window,234,4.072394847869873,0.0,4
associative_recall,2027,sliding_window,235,4.220497131347656,0.0,4
associative_recall,2027,sliding_window,236,4.7061848640441895,0.0,4
associative_recall,2027,sliding_window,237,4.5859174728393555,0.0,4
associative_recall,2027,sliding_window,238,4.616207122802734,0.0,4
associative_recall,2027,sliding_window,239,4.555220603942871,0.0,4
associative_recall,2027,sliding_window,240,4.381374359130859,0.0,4
associative_recall,2027,sliding_window,241,4.32444953918457,0.0,4
associative_recall,2027,sliding_window,242,4.669801712036133,0.0,4
associative_recall,2027,sliding_window,243,3.7859153747558594,0.0,4
associative_recall,2027,sliding_window,244,4.411073207855225,0.0,4
associative_recall,2027,sliding_window,245,3.8027124404907227,0.0,4
associative_recall,2027,sliding_window,246,4.323543071746826,0.0,4
associative_recall,2027,sliding_window,247,4.326727867126465,0.0,4
associative_recall,2027,sliding_window,248,4.156411170959473,0.0,4
associative_recall,2027,sliding_window,249,4.480261325836182,0.0,4
associative_recall,2027,sliding_window,250,4.440901279449463,0.0,4
associative_recall,2027,csa,1,5.092875003814697,0.0,4
associative_recall,2027,csa,2,5.183904647827148,0.0,4
associative_recall,2027,csa,3,5.035456657409668,0.0,4
associative_recall,2027,csa,4,4.70123291015625,0.0,4
associative_recall,2027,csa,5,5.520457744598389,0.0,4
associative_recall,2027,csa,6,4.828612804412842,0.0,4
associative_recall,2027,csa,7,5.141301155090332,0.0,4
associative_recall,2027,csa,8,5.013370037078857,0.0,4
associative_recall,2027,csa,9,5.044594764709473,0.0,4
associative_recall,2027,csa,10,5.253505229949951,0.0,4
associative_recall,2027,csa,11,4.819098949432373,0.0,4
associative_recall,2027,csa,12,4.848328113555908,0.0,4
associative_recall,2027,csa,13,5.480483055114746,0.0,4
associative_recall,2027,csa,14,4.800644874572754,0.0,4
associative_recall,2027,csa,15,5.264153480529785,0.0,4
associative_recall,2027,csa,16,4.8872857093811035,0.0,4
associative_recall,2027,csa,17,5.030735492706299,0.0,4
associative_recall,2027,csa,18,4.9673380851745605,0.0,4
associative_recall,2027,csa,19,4.986893653869629,0.0,4
associative_recall,2027,csa,20,4.887627601623535,0.25,4
associative_recall,2027,csa,21,5.042414665222168,0.0,4
associative_recall,2027,csa,22,4.837186813354492,0.0,4
associative_recall,2027,csa,23,4.981405258178711,0.0,4
associative_recall,2027,csa,24,5.091129302978516,0.0,4
associative_recall,2027,csa,25,5.273275375366211,0.0,4
associative_recall,2027,csa,26,4.342693328857422,0.0,4
associative_recall,2027,csa,27,4.462148189544678,0.0,4
associative_recall,2027,csa,28,5.230085372924805,0.0,4
associative_recall,2027,csa,29,5.15549898147583,0.0,4
associative_recall,2027,csa,30,5.1333770751953125,0.0,4
associative_recall,2027,csa,31,4.953332901000977,0.0,4
associative_recall,2027,csa,32,4.962496757507324,0.0,4
associative_recall,2027,csa,33,4.752815246582031,0.0,4
associative_recall,2027,csa,34,4.935357570648193,0.0,4
associative_recall,2027,csa,35,5.145754337310791,0.0,4
associative_recall,2027,csa,36,4.8136305809021,0.0,4
associative_recall,2027,csa,37,4.648044109344482,0.0,4
associative_recall,2027,csa,38,4.919833183288574,0.25,4
associative_recall,2027,csa,39,4.966280937194824,0.0,4
associative_recall,2027,csa,40,5.331632137298584,0.0,4
associative_recall,2027,csa,41,4.8584394454956055,0.0,4
associative_recall,2027,csa,42,5.006073951721191,0.0,4
associative_recall,2027,csa,43,4.907118797302246,0.0,4
associative_recall,2027,csa,44,4.948744297027588,0.0,4
associative_recall,2027,csa,45,5.0406293869018555,0.0,4
associative_recall,2027,csa,46,5.2436747550964355,0.0,4
associative_recall,2027,csa,47,5.280764102935791,0.0,4
associative_recall,2027,csa,48,4.863247394561768,0.0,4
associative_recall,2027,csa,49,5.156161785125732,0.0,4
associative_recall,2027,csa,50,4.577964782714844,0.0,4
associative_recall,2027,csa,51,4.944337844848633,0.0,4
associative_recall,2027,csa,52,5.17015266418457,0.0,4
associative_recall,2027,csa,53,4.841709136962891,0.0,4
associative_recall,2027,csa,54,4.970823287963867,0.0,4
associative_recall,2027,csa,55,4.693813800811768,0.0,4
associative_recall,2027,csa,56,4.459382057189941,0.0,4
associative_recall,2027,csa,57,4.743199348449707,0.0,4
associative_recall,2027,csa,58,4.887188911437988,0.0,4
associative_recall,2027,csa,59,4.938779354095459,0.0,4
associative_recall,2027,csa,60,5.039103984832764,0.0,4
associative_recall,2027,csa,61,4.48679256439209,0.0,4
associative_recall,2027,csa,62,4.037760257720947,0.25,4
associative_recall,2027,csa,63,5.330530643463135,0.0,4
associative_recall,2027,csa,64,4.754631996154785,0.0,4
associative_recall,2027,csa,65,5.101622581481934,0.0,4
associative_recall,2027,csa,66,5.051064491271973,0.0,4
associative_recall,2027,csa,67,5.13078498840332,0.0,4
associative_recall,2027,csa,68,4.999950885772705,0.0,4
associative_recall,2027,csa,69,4.877716541290283,0.0,4
associative_recall,2027,csa,70,4.663575649261475,0.0,4
associative_recall,2027,csa,71,5.0495500564575195,0.0,4
associative_recall,2027,csa,72,4.876047611236572,0.25,4
associative_recall,2027,csa,73,4.790894508361816,0.0,4
associative_recall,2027,csa,74,4.483983993530273,0.0,4
associative_recall,2027,csa,75,4.947176933288574,0.0,4
associative_recall,2027,csa,76,5.018646240234375,0.0,4
associative_recall,2027,csa,77,4.825473785400391,0.0,4
associative_recall,2027,csa,78,4.696133613586426,0.0,4
associative_recall,2027,csa,79,4.700528144836426,0.0,4
associative_recall,2027,csa,80,4.651711940765381,0.0,4
associative_recall,2027,csa,81,5.306780815124512,0.0,4
associative_recall,2027,csa,82,5.093484878540039,0.0,4
associative_recall,2027,csa,83,4.615774631500244,0.0,4
associative_recall,2027,csa,84,4.938495635986328,0.0,4
associative_recall,2027,csa,85,4.942577838897705,0.0,4
associative_recall,2027,csa,86,4.982314109802246,0.0,4
associative_recall,2027,csa,87,4.66723108291626,0.0,4
associative_recall,2027,csa,88,4.959240913391113,0.0,4
associative_recall,2027,csa,89,4.795165061950684,0.0,4
associative_recall,2027,csa,90,5.0753397941589355,0.0,4
associative_recall,2027,csa,91,4.872694492340088,0.0,4
associative_recall,2027,csa,92,4.7556071281433105,0.0,4
associative_recall,2027,csa,93,4.903162479400635,0.0,4
associative_recall,2027,csa,94,4.585536003112793,0.0,4
associative_recall,2027,csa,95,4.613349914550781,0.0,4
associative_recall,2027,csa,96,4.816148281097412,0.0,4
associative_recall,2027,csa,97,4.381275177001953,0.0,4
associative_recall,2027,csa,98,4.782951354980469,0.0,4
associative_recall,2027,csa,99,4.682268142700195,0.0,4
associative_recall,2027,csa,100,5.280992031097412,0.0,4
associative_recall,2027,csa,101,4.648979187011719,0.0,4
associative_recall,2027,csa,102,4.783979892730713,0.0,4
associative_recall,2027,csa,103,4.4790544509887695,0.0,4
associative_recall,2027,csa,104,4.915775299072266,0.0,4
associative_recall,2027,csa,105,4.613788604736328,0.25,4
associative_recall,2027,csa,106,4.48789119720459,0.0,4
associative_recall,2027,csa,107,4.913788318634033,0.0,4
associative_recall,2027,csa,108,4.624057292938232,0.25,4
associative_recall,2027,csa,109,5.186352729797363,0.0,4
associative_recall,2027,csa,110,4.798824787139893,0.0,4
associative_recall,2027,csa,111,4.3077712059021,0.0,4
associative_recall,2027,csa,112,4.067619800567627,0.0,4
associative_recall,2027,csa,113,4.3743767738342285,0.0,4
associative_recall,2027,csa,114,4.742805004119873,0.0,4
associative_recall,2027,csa,115,5.025362491607666,0.0,4
associative_recall,2027,csa,116,5.064247131347656,0.0,4
associative_recall,2027,csa,117,4.883686542510986,0.0,4
associative_recall,2027,csa,118,4.605432510375977,0.0,4
associative_recall,2027,csa,119,4.759753227233887,0.0,4
associative_recall,2027,csa,120,4.546421527862549,0.0,4
associative_recall,2027,csa,121,4.332449913024902,0.0,4
associative_recall,2027,csa,122,4.099520206451416,0.25,4
associative_recall,2027,csa,123,4.885446548461914,0.0,4
associative_recall,2027,csa,124,3.9806249141693115,0.0,4
associative_recall,2027,csa,125,4.857537269592285,0.0,4
associative_recall,2027,csa,126,4.240362644195557,0.0,4
associative_recall,2027,csa,127,4.353083610534668,0.0,4
associative_recall,2027,csa,128,4.285988807678223,0.25,4
associative_recall,2027,csa,129,4.250463485717773,0.0,4
associative_recall,2027,csa,130,4.653159141540527,0.25,4
associative_recall,2027,csa,131,4.439729690551758,0.0,4
associative_recall,2027,csa,132,4.769417762756348,0.0,4
associative_recall,2027,csa,133,4.307839393615723,0.0,4
associative_recall,2027,csa,134,4.758097171783447,0.0,4
associative_recall,2027,csa,135,4.463118553161621,0.0,4
associative_recall,2027,csa,136,4.681465148925781,0.0,4
associative_recall,2027,csa,137,4.702258110046387,0.0,4
associative_recall,2027,csa,138,4.378039836883545,0.0,4
associative_recall,2027,csa,139,4.134373188018799,0.0,4
associative_recall,2027,csa,140,4.479146957397461,0.0,4
associative_recall,2027,csa,141,4.999199867248535,0.0,4
associative_recall,2027,csa,142,4.720156669616699,0.0,4
associative_recall,2027,csa,143,4.524591445922852,0.0,4
associative_recall,2027,csa,144,4.231063365936279,0.0,4
associative_recall,2027,csa,145,4.377046585083008,0.0,4
associative_recall,2027,csa,146,4.345022201538086,0.0,4
associative_recall,2027,csa,147,4.893814563751221,0.0,4
associative_recall,2027,csa,148,4.0862555503845215,0.0,4
associative_recall,2027,csa,149,4.508451461791992,0.0,4
associative_recall,2027,csa,150,4.665925025939941,0.0,4
associative_recall,2027,csa,151,4.8738861083984375,0.0,4
associative_recall,2027,csa,152,4.600165367126465,0.0,4
associative_recall,2027,csa,153,4.667262554168701,0.0,4
associative_recall,2027,csa,154,4.988928318023682,0.0,4
associative_recall,2027,csa,155,4.2733354568481445,0.0,4
associative_recall,2027,csa,156,3.928220272064209,0.0,4
associative_recall,2027,csa,157,4.511113166809082,0.0,4
associative_recall,2027,csa,158,4.809634208679199,0.0,4
associative_recall,2027,csa,159,4.0558295249938965,0.25,4
associative_recall,2027,csa,160,4.559870719909668,0.0,4
associative_recall,2027,csa,161,4.482387542724609,0.0,4
associative_recall,2027,csa,162,4.632250785827637,0.0,4
associative_recall,2027,csa,163,4.328712463378906,0.0,4
associative_recall,2027,csa,164,4.651954174041748,0.0,4
associative_recall,2027,csa,165,4.407037258148193,0.0,4
associative_recall,2027,csa,166,4.497437477111816,0.0,4
associative_recall,2027,csa,167,4.3416948318481445,0.25,4
associative_recall,2027,csa,168,4.235713481903076,0.0,4
associative_recall,2027,csa,169,4.168459415435791,0.0,4
associative_recall,2027,csa,170,4.363012313842773,0.0,4
associative_recall,2027,csa,171,4.51190710067749,0.0,4
associative_recall,2027,csa,172,4.381294250488281,0.0,4
associative_recall,2027,csa,173,4.074758529663086,0.0,4
associative_recall,2027,csa,174,4.635712623596191,0.0,4
associative_recall,2027,csa,175,4.403542518615723,0.0,4
associative_recall,2027,csa,176,4.603867530822754,0.0,4
associative_recall,2027,csa,177,4.270415782928467,0.0,4
associative_recall,2027,csa,178,4.069630146026611,0.0,4
associative_recall,2027,csa,179,4.710047721862793,0.0,4
associative_recall,2027,csa,180,4.463417053222656,0.0,4
associative_recall,2027,csa,181,4.548077583312988,0.0,4
associative_recall,2027,csa,182,4.331760406494141,0.0,4
associative_recall,2027,csa,183,4.613739013671875,0.0,4
associative_recall,2027,csa,184,4.271425724029541,0.0,4
associative_recall,2027,csa,185,4.070620536804199,0.0,4
associative_recall,2027,csa,186,4.991604328155518,0.0,4
associative_recall,2027,csa,187,4.514355659484863,0.0,4
associative_recall,2027,csa,188,4.69200325012207,0.0,4
associative_recall,2027,csa,189,4.560461521148682,0.0,4
associative_recall,2027,csa,190,4.364826202392578,0.0,4
associative_recall,2027,csa,191,4.356288909912109,0.0,4
associative_recall,2027,csa,192,4.005599498748779,0.0,4
associative_recall,2027,csa,193,4.692772388458252,0.0,4
associative_recall,2027,csa,194,4.311310291290283,0.0,4
associative_recall,2027,csa,195,4.706424236297607,0.0,4
associative_recall,2027,csa,196,3.8289079666137695,0.0,4
associative_recall,2027,csa,197,4.275651454925537,0.0,4
associative_recall,2027,csa,198,4.265436172485352,0.0,4
associative_recall,2027,csa,199,4.229104042053223,0.0,4
associative_recall,2027,csa,200,4.387905120849609,0.0,4
associative_recall,2027,csa,201,4.316754341125488,0.0,4
associative_recall,2027,csa,202,4.4510369300842285,0.0,4
associative_recall,2027,csa,203,4.103031158447266,0.0,4
associative_recall,2027,csa,204,4.597414970397949,0.0,4
associative_recall,2027,csa,205,4.411096096038818,0.0,4
